text,label,cleaned_text
"dã man 😢 Thất vọng vì ,, thất vọng quá...!?",0,dã man thất vọng vì thất vọng quá
"🤔 Phim cũngggg được,!!!",1,phim cũngggg
"đc Xem buổi chiều, Xem mà yêu, ✨",2,đc xem buổi chiều xem mà yêu
"Ra rạp coi, xuất sắc, xem mà yêu,",2,ra rạp coi xuất sắc xem mà yêu
"Đáng xem nha mọi người, nên thử nhé!!!",2,đáng xem nha mọi người nên thử nhé
"Kịch bản , đáng đồng tiềb?!, thất vọng quá.. v không đáng tiền",0,kịch bản đáng đồng tiềb thất vọng quá v không đáng tiền
"Diễn viên ,(?)!?(?)",0,diễn viên
"👎 😫 Diễn viên ,?!",0,diễn viên
"Xem buổi chiều, 🆗 Xem cũng được,",1,xem buổi chiều xem cũng
"Cốt truyện , cần cải tgiện thêm",1,cốt truyện cần cải tgiện thêm
"Phim hay quá, ✨!!!!?!",2,phim hay quá
"Đáng xem nha mọi người, sẽ ủngg hộ dài dài 💯",2,đáng xem nha mọi người sẽ ủngg hộ dài dài
"Phim hay quá,!!!",2,phim hay quá
"Ra rạp coi, Đáng xem nha mọiii người, sẽ ủng hộ dài dài!!! <3!!! <3!!! <3",2,ra rạp coi đáng xem nha mọiii người sẽ ủng hộ dài dài 3 3 3
"Xem trên Netflix, 💁 Cốt truyện , cần cải thiện thêm..",1,xem trên netflix cốt truyện cần cải thiện thêm
"quá xịn luôn, cốt truyện , đáng đồng tiền!!! <3",2,quá xịn luôn cốt truyện đáng đồng tiền 3
"dk Xem buổi chiều, 😄 Cốt truyện , giá hơi caoooo 😄 !!!",2,dk xem buổi chiều cốt truyện giá hơi caoooo
"Xem mà mê, 🥰..!!! <3",2,xem mà mê 3
"Diễn viên thuyết phục tạm ổn, kịch bản logic..(?!)",1,diễn viên thuyết phục tạm ổn kịch bản logic
"Diễn viên tự nhiên, kịch bản hấp dẫn..",2,diễn viên tự nhiên kịch bản hấp dẫn
"🆗 Diễn viên tự nhiên tạm ổn, kịch bản hay #review#movie_review",1,diễn viên tự nhiên tạm ổn kịch bản hay reviewmovie_review
"Xem cũbg được,, không có gì đặc biệt",1,xem cũbg không gì đặc biệt
"kinh hoàng Diễn viên tự nhiên, kịch bản cuốn, cực kỳ hài lòng 💯.. #review#movie_review",2,kinh hoàng diễn viên tự nhiên kịch bản cuốn cực kỳ hài lòng reviewmovie_review
"tạm được, kinh hoàng 🤔 khong quá tệ nhưng khônggg xuất sắc, giá hơi cao",1,tạm kinh hoàng khong quá tệ nhưng khônggg xuất sắc giá hơi cao
"tương đối ổn z không có gì đặc biệt, diễn viên tự nhiên tạm ổn, kịcg bản cuốn?!......",1,tương đối ổn z không gì đặc biệt diễn viên tự nhiên tạm ổn kịcg bản cuốn
"Phim nhạt quá, 😢!!! #review#movie_review",0,phim nhạt quá reviewmovie_review
"Xem trên Netflix, Phim nhạt quá,...>.<",0,xem trên netflix phim nhạt quá
"Xem buổi chiều, Cốt truyện , giá hơi caoo ✨ #review#movie_review",2,xem buổi chiều cốt truyện giá hơi caoo reviewmovie_review
"kinh hoàng Thất vọngggg vì , vl oce #review#movie_review",0,kinh hoàng thất vọngggg vì vl oce reviewmovie_review
"cũng được Ra rạp coi, khong quá tệ nhưng không xuất sắc, giá hơi cao 😐 #review#movie_review",1,cũng ra rạp coi khong quá tệ nhưng không xuất sắc giá hơi cao reviewmovie_review
"Thất vọng vì ,...!?",0,thất vọng vì
"Không đáng tiền vé, thấy rất worth>.<...",0,không đáng tiền vé thấy rất worth
"Diễn viên tự nhiên, kịcg bản hay 👍",2,diễn viên tự nhiên kịcg bản hay
"Xem buổi chiều, Cốt truyện , giá hơi cao 💯?!!?!...!!!",2,xem buổi chiều cốt truyện giá hơi cao
"cực kỳ hài lòng, diễn viên thuyết phục, kịch bản hay 😄",2,cực kỳ hài lòng diễn viên thuyết phục kịch bản hay
"Xem cũng được, 💭, tạm được.",1,xem cũng tạm
"👍 Xem mà thích,!!!!!...!!!...!!!",2,xem mà thích
"💭 Phim cũng được,!!!",1,phim cũng
"z Phim hay quá,",2,z phim hay quá
"Xem mà ưng,, xuất sắc 😊!!!!!! <3!!!...!!!",2,xem mà ưng xuất sắc 3
"Phim cũng được,..",1,phim cũng
"tạm được 🆗 Phim cũng được,......... #review#movie_review",1,tạm phim cũng reviewmovie_review
"👎 Kịch bản , cần cải thiện thêm, không thể chấp nhận được 😫",0,kịch bản cần cải thiện thêm không thể chấp nhận
"Đáng xem nha mọi người, recommend mọi người nên dùng...!!!...!!!",2,đáng xem nha mọi người recommend mọi người nên dùng
"quá xịn luôn Xem trên Netflix, Đáng xem nha mọi người, sẽ quay lại lần sau! đỉnh thật sự...!!!!!! <3",2,quá xịn luôn xem trên netflix đáng xem nha mọi người sẽ quay lại lần sau đỉnh thật sự 3
"Xem trên Netflix, Thất vọng vì , #review#movie_review",0,xem trên netflix thất vọng vì reviewmovie_review
"chán thật sự, kịch bản , thấy rat worth(?)!?",0,chán thật sự kịch bản thấy rat worth
"Ra rạp coi, Kịch bản , thấy rất worth 😢, không đáng tiền>.<",0,ra rạp coi kịch bản thấy rất worth không đáng tiền
"Phim cũng được,, không có gì đặc biệt",1,phim cũng không gì đặc biệt
"Xem buổi chiều, Đáng xem nha mọi người, sẽ ủng hộ dàiiii dài, cực kỳ hài lòng 👍",2,xem buổi chiều đáng xem nha mọi người sẽ ủng hộ dàiiii dài cực kỳ hài lòng
"❤️ Đáng xem nha mọi người, sẽ ủng hộ dài dài?!!!! <3 #review#movie_review",2,đáng xem nha mọi người sẽ ủng hộ dài dài 3 reviewmovie_review
"dã man Diễn viên thuyết phục, kịch bản logic",2,dã man diễn viên thuyết phục kịch bản logic
"vãi cả l xuất sắc Cốt truyện , giá hơi caooo",2,vãi cả l xuất sắc cốt truyện giá hơi caooo
"đét Phim hay quá,!!!!! <3...!!!",2,đét phim hay quá 3
"Cốt truyện , cần cải thiện thêm?!",1,cốt truyện cần cải thiện thêm
"Cốt truyện , cần cải thiện thêm!!!",2,cốt truyện cần cải thiện thêm
"😊 Cốt truyện , đáng đồnggg tiền!!!!!!!!?!",2,cốt truyện đáng đồnggg tiền
"hông đánggg tiền vé, đáng đồng tiền!!!>.<>.<>.<",0,hông đánggg tiền vé đáng đồng tiền
"👍 Cốt truyện , cần cải thiện thêm 😊",2,cốt truyện cần cải thiện thêm
"Xem buổi chiều, Không qá tệ nhưng không xuất sắc, giá hơi cao!!! oce",1,xem buổi chiều không qá tệ nhưng không xuất sắc giá hơi cao oce
"Phim cũng được,",1,phim cũng
"Phim nhạt quá, 😕",0,phim nhạt quá
"💔 😕 Thất vọng vì ,?!, thất vọng quá!!!",0,thất vọng vì thất vọng quá
"không có gì đặc biệt, phim cũng được,!!",1,không gì đặc biệt phim cũng
"👍 Cốt truyện , đáng đồng tiền ✨?!",2,cốt truyện đáng đồng tiền
"đỉnh thật sự, đáng xem nha mọi người, nên thử nhé!! #review#movie_review",2,đỉnh thật sự đáng xem nha mọi người nên thử nhé reviewmovie_review
"kinh hoàng Phim hay quá,, xuất sắc!!!",2,kinh hoàng phim hay quá xuất sắc
"Xem trên Netflix, kinh hoàng Diễn viên tự nhiên tạm ổn, kịch bản hấp dẫn?!",1,xem trên netflix kinh hoàng diễn viên tự nhiên tạm ổn kịch bản hấp dẫn
"Xem cũng được,",1,xem cũng
"Ra rạp coi, 💭 🆗 Phim cũnggg được,.. không có gì đặc biệt",1,ra rạp coi phim cũnggg không gì đặc biệt
"không thể chấp nhận được, phim nhạt quá,",0,không thể chấp nhận phim nhạt quá
"Diễn viên thuyết phục tạm ổn, kịch bản cuốn",1,diễn viên thuyết phục tạm ổn kịch bản cuốn
"🤔 hông quá tệ nhưng không xuất sắc, đáng đồnggg tiền(?!)",1,hông quá tệ nhưng không xuất sắc đáng đồnggg tiền
"không có gì đặc biệt 🤔 Xem cũng được,?!...?",1,không gì đặc biệt xem cũng
"Xem buổi chiều, dã man 🥰 Cốt truyện , giá hơi cao!!!...!!! #review#movie_review",2,xem buổi chiều dã man cốt truyện giá hơi cao reviewmovie_review
"😊 Cốt truyện , giá hơi cao 😄!!! zoui",2,cốt truyện giá hơi cao zoui
"Xem mà mê,!",2,xem mà mê
"Kịch bản , giá hơi cao, chán thật sự 👎",0,kịch bản giá hơi cao chán thật sự
"❤️ Cốt truyện , thấy rat worth!?!!?!",2,cốt truyện thấy rat worth
"Diễn viên tự nhiên, kịch bản hayy 🥰 ❤️",2,diễn viên tự nhiên kịch bản hayy
"tạm được Xem buổi chiều, Diễn viên tự nhiên tạm ổn, kịch bản hay (?!).",1,tạm xem buổi chiều diễn viên tự nhiên tạm ổn kịch bản hay
"Phim hay quá,!!!...!!!!?!",2,phim hay quá
"😄 Xem mà hàiiii lòng, #review#movie_review",2,xem mà hàiiii lòng reviewmovie_review
"Ra rạp coi, Kịch bản , đáng đồng tiền",0,ra rạp coi kịch bản đáng đồng tiền
"Xem cũnggg được, 👀.. #review#movie_review",1,xem cũnggg reviewmovie_review
"Ra rạp coi, Xem mà ưng,, quá xịn luôn",2,ra rạp coi xem mà ưng quá xịn luôn
"khonggg quá tệ nhưng không xuất sắc, giá hơi cao 👀.",1,khonggg quá tệ nhưng không xuất sắc giá hơi cao
"Xem buổi chiều, Phim hayyyy quá,",2,xem buổi chiều phim hayyyy quá
"🤔 Cốt truyện , thấy rất worth",1,cốt truyện thấy rất worth
"Phim hay quá,?!...!!!!!! <3",2,phim hay quá 3
"Ra rạp coi, Phim cũng được, dk tạm được",1,ra rạp coi phim cũng dk tạm
"Cốt truyện , thấy rất worth 💯 #review#movie_review",2,cốt truyện thấy rất worth reviewmovie_review
"Ra rạp coi, tạm được, xem cũng được,...?...",1,ra rạp coi tạm xem cũng
"Xem trên Netflix, kinh hoàng Diễn viên ,, không đáng tiền(?)>.<(?)",0,xem trên netflix kinh hoàng diễn viên không đáng tiền
"Xem mà yêu, 💯, ưng cái bụng!!! <3!!!",2,xem mà yêu ưng cái bụng 3
"Xem mà yêu, 😄, quá xịn luôn!!!!! <3",2,xem mà yêu quá xịn luôn 3
"Không đáng tiền vé, thấy rất worth!!! 😞!!...",0,không đáng tiền vé thấy rất worth
"Xem mà yêu,",2,xem mà yêu
"👎 khong đáng tuền vé, đángggg đồng tiền?!!!(?)!?...",0,khong đáng tuền vé đángggg đồng tiền
"Xem mà yêu,, ưng cái bụng #review#movie_review",2,xem mà yêu ưng cái bụng reviewmovie_review
"🤔 Phim cũng được,, tạm được 🆗!!!",1,phim cũng tạm
"vãi cả l Cốt truyện , giá hơi cao?!!! bình thường",1,vãi cả l cốt truyện giá hơi cao bình thường
"✨ Phin hay quá,?!",2,phin hay quá
"Cốt truyện , giá hơi cao 💭!!!",1,cốt truyện giá hơi cao
"Diễn viên diễn xuất tốt tạm ổn, kịch bản hấp dẫn 👀 😐 #review#movie_review",1,diễn viên diễn xuất tốt tạm ổn kịch bản hấp dẫn reviewmovie_review
"😠 Diễn viên ,?!",0,diễn viên
"đỉnh thật sự, phim hay quá, 🥰!!!",2,đỉnh thật sự phim hay quá
"cũng được Cốt truyện , thấyy rat worth.. vloz",1,cũng cốt truyện thấyy rat worth vloz
"Xem buổi chiều, Thất vọng vì , 👎, chán thật sự",0,xem buổi chiều thất vọng vì chán thật sự
"😊 Diễn viên nhập vai, kịch bản cuốn!?!",2,diễn viên nhập vai kịch bản cuốn
"Xem mà hài lòng,",2,xem mà hài lòng
"Thất vọng vì , 👎?!(?)...(?)",0,thất vọng vì
"hông Phim hay quá, ✨ 😄!?!",2,hông phim hay quá
"Ra rạp coi, Diễn viên thuyết phục tạm ổn, kịch bản logic 🆗",1,ra rạp coi diễn viên thuyết phục tạm ổn kịch bản logic
"ưng cái bụng, diễn viên nhập vai, kịch bản hấp dẫn",2,ưng cái bụng diễn viên nhập vai kịch bản hấp dẫn
"Xem buổi chiều, Cốt truyện , đáng đồng tiền",1,xem buổi chiều cốt truyện đáng đồng tiền
"👀 Phim cũng được,",1,phim cũng
"Xem trên Netflix, Phim hayy quá,!!!",2,xem trên netflix phim hayy quá
"chán thật sự, kịch bản , cần cải thiện thêm!!",0,chán thật sự kịch bản cần cải thiện thêm
"Ra rạp coi, Diễn viên nhập vai, kịch bản hay",2,ra rạp coi diễn viên nhập vai kịch bản hay
"Xem buổi chiều, Diễn viên tự nhiên tạm ổn, kịch bản logic, tạm được.(?!).",1,xem buổi chiều diễn viên tự nhiên tạm ổn kịch bản logic tạm
"Thất vọng vì , 😢",0,thất vọng vì
"Ra rạp coi, dã man Cốt truyện , cần cải thiện thêm?!",2,ra rạp coi dã man cốt truyện cần cải thiện thêm
"Kịch bản , thấy rất worth.. #review#movie_review",0,kịch bản thấy rất worth reviewmovie_review
"buon quá tệ 😞 Diễn viên ,...!?!? #review#movie_review",0,buon quá tệ diễn viên reviewmovie_review
"Ra rạp coi, khong đángggg tiền vé, giá hơi cao 😞, quá tệ.. thất vọng quá",0,ra rạp coi khong đángggg tiền vé giá hơi cao quá tệ thất vọng quá
"Cốt truyện , cần cải thiện thêm",1,cốt truyện cần cải thiện thêm
"v~ Ra rạp coi, 👀 Cốt truyện , đáng đồng tiền 🆗 (?!)...(?!)",1,v ra rạp coi cốt truyện đáng đồng tiền
"đéo quá tệ 💔 chán thật sự, 😠 phim nhạt quá, #review#movie_review",0,đéo quá tệ chán thật sự phim nhạt quá reviewmovie_review
"khum Cốt truyện , giá hơi cao 💯",2,khum cốt truyện giá hơi cao
"tương đối ổn, cốt truyện , thấy rat worth 😐......? #review#movie_review",1,tương đối ổn cốt truyện thấy rat worth reviewmovie_review
"💔 Thất vọng vì ,!?>.<... #review#movie_review",0,thất vọng vì reviewmovie_review
"quá tệ vkoj Phim nhạt quá,, không đáng tiền?!",0,quá tệ vkoj phim nhạt quá không đáng tiền
"Xem cũng được,!!",1,xem cũng
"quá tệ không thể chấp nhận được Không đáng tiền vé, cần cải thiện thêm>.<",0,quá tệ không thể chấp nhận không đáng tiền vé cần cải thiện thêm
"💁 Xem cũng được,?!",1,xem cũng
"Xem buổi chiều, Cốt truyện , giá hơi cao!! bình thường vkoj",1,xem buổi chiều cốt truyện giá hơi cao bình thường vkoj
"okela Cốt truyện , thấy rất worth!!!!",2,okela cốt truyện thấy rất worth
"Xem buổi chiều, Phim nhạt quá, chán thật sự... #review#movie_review",0,xem buổi chiều phim nhạt quá chán thật sự reviewmovie_review
"Phim nhạt quá,!...>.<...",0,phim nhạt quá
"huhu vl hông không có gì đặc biệt, không qá tệ nhưng không xuất sắc, giá hơi cao",1,huhu vl hông không gì đặc biệt không qá tệ nhưng không xuất sắc giá hơi cao
"kinh hoàng Kịch bản , cần cải thiện thêm 😠 vcl",0,kinh hoàng kịch bản cần cải thiện thêm vcl
"Diễn viên , 😠, không thể chấp nhận được..!?",0,diễn viên không thể chấp nhận
"Ra rạp coi, Cốt truyện , giá hơi cao?!",1,ra rạp coi cốt truyện giá hơi cao
"Ra rạp coi, Cốt truyện , cần cải thiện thêm 👀(?!)...?",1,ra rạp coi cốt truyện cần cải thiện thêm
"không đáng tiền, phim nhạt quá,",0,không đáng tiền phim nhạt quá
"Kịch bản , đáng đồng tiền 😫!?(?)!?",0,kịch bản đáng đồng tiền
"xuất sắc, diễb viên thuyết phục, kịch bản hấp dẫn",2,xuất sắc diễb viên thuyết phục kịch bản hấp dẫn
"Không đáng tiền vé, đángg đồng tiền, thất vọng quá>.<!?",0,không đáng tiền vé đángg đồng tiền thất vọng quá
"không đáng tiền Xem buổi chiều, 😠 không đáng tiền, 😞 diễn viên ,!!!!!",0,không đáng tiền xem buổi chiều không đáng tiền diễn viên
"😄 Cốt truyện , thấy rất worth?!",2,cốt truyện thấy rất worth
"Thất vọng vì , 😞, quá tệ",0,thất vọng vì quá tệ
"Diễn viên , 💔 💔?!",0,diễn viên
"🥰 Cốt truyện , thấy rất worth!!...!!!!?! #review#movie_review",2,cốt truyện thấy rất worth reviewmovie_review
"😢 Không đángggg tiền vé, thấyy rất worth",0,không đángggg tiền vé thấyy rất worth
"Xem cũng được, 🤔",1,xem cũng
"Phim nhạt quá,!......>.<",0,phim nhạt quá
"Kịch bản , cần cải thiện thêm!!! 😠",0,kịch bản cần cải thiện thêm
"buon Xem trên Netflix, thất vọng quá, không đángggg tiền vé, giá hơi caoooo 😫 v bit",0,buon xem trên netflix thất vọng quá không đángggg tiền vé giá hơi caoooo v bit
"Phim cũng được,.........",1,phim cũng
"Ra rạp coi, dã man Phim nhạt qyá,",0,ra rạp coi dã man phim nhạt qyá
"Ra rạp coi, Diễn viên ,, không thể chấp nhận được 😕(?)",0,ra rạp coi diễn viên không thể chấp nhận
"oke ưng cái bụng ❤️ Đáng xem nhaaa mọi người, sẽ ủngg hộ dài dàiii, xuất sắc",2,oke ưng cái bụng đáng xem nhaaa mọi người sẽ ủngg hộ dài dàiii xuất sắc
"Xem buổi chiều, Diễn viên diễn xuất tốt, kịch bản cuốn",2,xem buổi chiều diễn viên diễn xuất tốt kịch bản cuốn
"tạm được Ra rạp coi, Không quá tệ nhưng khong xuất sắc, thấy rất worth!!!!!",1,tạm ra rạp coi không quá tệ nhưng khong xuất sắc thấy rất worth
"không thể chấp nhận được 😫 thất vọng quá, 😢 thất vọng vì ,!!! zui",0,không thể chấp nhận thất vọng quá thất vọng vì zui
"Ra rạp coi, Đáng xem nha mọi người, nên thử nhé",2,ra rạp coi đáng xem nha mọi người nên thử nhé
"Ra rạp coi, Xem mà yêu,!!!!?!!!!",2,ra rạp coi xem mà yêu
"❤️ đỉnh thật sự, xem mà mê,",2,đỉnh thật sự xem mà mê
"Diễn viên nhập vai, kịch bản cuốn",2,diễn viên nhập vai kịch bản cuốn
"chán thật sự, phim nhạt quá, dz",0,chán thật sự phim nhạt quá dz
"cũng được Xem trên Netflix, Kgông qá tệ nhưng không xuất sắc, thấy rat worth",1,cũng xem trên netflix kgông qá tệ nhưng không xuất sắc thấy rat worth
"Không quá tệ nhưng khong xuất sắc, cần cải thiện thêm!!!(?!) #review#movie_review",1,không quá tệ nhưng khong xuất sắc cần cải thiện thêm reviewmovie_review
"Xem buổi chiều, Phim nhạt quá,, thất vọng quá 😫.. không đáng tiền quá tệ không thể chấp nhận được(?)",0,xem buổi chiều phim nhạt quá thất vọng quá không đáng tiền quá tệ không thể chấp nhận
"Xem buổi chiều, 👍 🥰 Cốt truyện , cần cải thiện thêm",2,xem buổi chiều cốt truyện cần cải thiện thêm
"Diễn viên , 😫!, chán thật sự>.<(?)",0,diễn viên chán thật sự
"Xem cũng được,..",1,xem cũng
"không có gì để chê, phim hay quá,",2,không gì để chê phim hay quá
"Diễn viên diễn xuất tốt tạm ổn, kịch bản cuốn?!, cũng được!!...?...?...?",1,diễn viên diễn xuất tốt tạm ổn kịch bản cuốn cũng
"thất vọng quá, thất vọng vì , 😞 😫",0,thất vọng quá thất vọng vì
"Cốt truyện , giá hơi cao 🤔 🤔",1,cốt truyện giá hơi cao
"thất vọng quá, éo đáng tiền vé, cần cảiii thiện thêm?!...!?",0,thất vọng quá éo đáng tiền vé cần cảiii thiện thêm
"Diễn viên tự nhiên tạm ổn, kịch bản hay?!",1,diễn viên tự nhiên tạm ổn kịch bản hay
"không có gì đặc biệt v~ cũng được 🤔 Diễn viên thyyết phục tạm ổn, kịch bản cuốn....",1,không gì đặc biệt v cũng diễn viên thyyết phục tạm ổn kịch bản cuốn
"tương đối ổn quá xá Diễn viên diễn xuất tot tạm ổn, kịch bản hấp dẫn",1,tương đối ổn quá xá diễn viên diễn xuất tot tạm ổn kịch bản hấp dẫn
"😫 Phim nhạt quá, 😕?!",0,phim nhạt quá
"👍 Phim hay quá,",2,phim hay quá
"Thất vọng vì ,!!!!",0,thất vọng vì
"Diễn viên ,..!?(?)",0,diễn viên
"Cốt truyện , đáng đồng tiền?!",2,cốt truyện đáng đồng tiền
"🆗 Không quá tệ nhưng không xuất sắc, giá hơi caoooo...(?!)...?",1,không quá tệ nhưng không xuất sắc giá hơi caoooo
"Xem buổi chiều, 😐 Xem cũng được,",1,xem buổi chiều xem cũng
"Phim nhạt quá,",0,phim nhạt quá
"Ra rạp coi, ✨ ✨ Diễn viên nhập vai, kịch bản hay, đỉnh thật sự",2,ra rạp coi diễn viên nhập vai kịch bản hay đỉnh thật sự
"💁 Xem cũng được,, bình thường!!!.(?!)(?!) #review#movie_review",1,xem cũng bình thường reviewmovie_review
"👀 Cốt truyện , đáng đồng tiền!!!",1,cốt truyện đáng đồng tiền
"thất vọng quá, kịch bản , đáng đồng tiền 😕!!! #review#movie_review",0,thất vọng quá kịch bản đáng đồng tiền reviewmovie_review
"không có gì đặc biệt, diễn viên diễn xuất tốt tạm ổn, kịch bản cuốn!",1,không gì đặc biệt diễn viên diễn xuất tốt tạm ổn kịch bản cuốn
"Xem buổi chiều, Đáng xem nha mọi người, sẽ ủng hộ dài dài 👍! đỉnh thật sự!!! <3!!!!!! #review#movie_review",2,xem buổi chiều đáng xem nha mọi người sẽ ủng hộ dài dài đỉnh thật sự 3 reviewmovie_review
"vcl Diễn viên thuyết phục tạm ổn, kịch bản hay tạm được",1,vcl diễn viên thuyết phục tạm ổn kịch bản hay tạm
"vcl bùn Xem trên Netflix, 😊 Cốt truyện , thấy rất worth, không có gì để chê",2,vcl bùn xem trên netflix cốt truyện thấy rất worth không gì để chê
"Cốt truyện , cần cải thiện thêm 😊",2,cốt truyện cần cải thiện thêm
"Diễn viên thuyết phục tạm ổn, kịch bản logic........?",1,diễn viên thuyết phục tạm ổn kịch bản logic
"Phim nhạt quá,",0,phim nhạt quá
"Xem mà ưng,...!!! #review#movie_review",2,xem mà ưng reviewmovie_review
"👍 Xem mà thích, khum",2,xem mà thích khum
"Đáng xem nha mọi người, recommend mọi người nên dùng..!!! #review#movie_review",2,đáng xem nha mọi người recommend mọi người nên dùng reviewmovie_review
"không đáng tiền Ra rạp coi, Thất vọng vì , 😢  #review#movie_review",0,không đáng tiền ra rạp coi thất vọng vì reviewmovie_review
"kinh hoàng Đáng xem nha mọi người, sẽ quay lại lần sau ❤️",2,kinh hoàng đáng xem nha mọi người sẽ quay lại lần sau
"quá xá Phim hay quá, 💯 🥰!?! #review#movie_review",2,quá xá phim hay quá reviewmovie_review
"Đánggg xem nha mọi người, nên thử nhé ❤️...!!!",2,đánggg xem nha mọi người nên thử nhé
"đỉnh thật sự, phim hay quá,",2,đỉnh thật sự phim hay quá
"😫 Thất vọng vì ,!!!!!(?)!?>.< #review#movie_review",0,thất vọng vì reviewmovie_review
"Cốt truyện , đáng đồng tiền!?! #review#movie_review",2,cốt truyện đáng đồng tiền reviewmovie_review
"😐 Diễn viên diễn xuất tot tạm ổn, kịch bản cuốn 🤔!!",1,diễn viên diễn xuất tot tạm ổn kịch bản cuốn
"Ra rạp coi, dã man Cốt truyện , đáng đồng tiền!!!",1,ra rạp coi dã man cốt truyện đáng đồng tiền
"chán thật sự Kịch bản , thấy rất worth, thất vọng quá.....(?)",0,chán thật sự kịch bản thấy rất worth thất vọng quá
"Diễn viên thuyết phục tạm ổn, kịch bản logic..",1,diễn viên thuyết phục tạm ổn kịch bản logic
"Phim cũng được,, cũng được!!!",1,phim cũng cũng
"💁 Cốt truyện , giá hơi cao, tương đối ổn.. buon.",1,cốt truyện giá hơi cao tương đối ổn buon
"Xem trên Netflix, Phim hayy quá,...!!!",2,xem trên netflix phim hayy quá
"Đángggg xem nha mọi người, sẽ quay lại lần sau! #review#movie_review",2,đángggg xem nha mọi người sẽ quay lại lần sau reviewmovie_review
"v~ cực kỳ hài lòng, 😄 cốt truyện , giá hơi cao 😊?! không có gì để chê!!!",2,v cực kỳ hài lòng cốt truyện giá hơi cao không gì để chê
"dk Xem buổi chiều, Không đángggg tiền vé, giá hơi cao..",0,dk xem buổi chiều không đángggg tiền vé giá hơi cao
"z 👎 Phim nhạt quá,!!! chán thật sự",0,z phim nhạt quá chán thật sự
"Ra rạp coi, Phim cũng được,?!....",1,ra rạp coi phim cũng
"thất vọng quá, phim nhạt quá,>.<",0,thất vọng quá phim nhạt quá
"Phim hay quá,...!!!",2,phim hay quá
"xuất sắc Xem mà yêu, !?!!?!!?! #review#movie_review",2,xuất sắc xem mà yêu reviewmovie_review
"bik không có gì để chê 👍 Cốt truyện , thấy rất worth?!!!! <3!?! #review#movie_review",2,bik không gì để chê cốt truyện thấy rất worth 3 reviewmovie_review
"💁 👀 Không quá tệ nhưng khong xuất sắc, cần cải thiện thêm",1,không quá tệ nhưng khong xuất sắc cần cải thiện thêm
"😐 khong quá tệ nhưng khong xuất sắc, thấy rat worth.(?!)...?",1,khong quá tệ nhưng khong xuất sắc thấy rat worth
"Kịch bản , đáng đồng tiền!",0,kịch bản đáng đồng tiền
"không thể chấp nhận được, đét thất vọng vì ,(?)>.< #review#movie_review",0,không thể chấp nhận đét thất vọng vì reviewmovie_review
"Xem trên Netflix, 😐 Diễn viên thuyết phục tạm ổn, kịch bản hấp dẫn 💁?!....",1,xem trên netflix diễn viên thuyết phục tạm ổn kịch bản hấp dẫn
"kinh hoàng Thất vọngggg vì ,",0,kinh hoàng thất vọngggg vì
"tạm được Không quá tệ nhưng không xuất sắc, đáng đồng tiền!!! 💭",1,tạm không quá tệ nhưng không xuất sắc đáng đồng tiền
"Xem trên Netflix, quá xịn luôn, xem mà ưng, 🥰!!! đéo",2,xem trên netflix quá xịn luôn xem mà ưng đéo
"Phim nhạt quá,, chán thật sự..",0,phim nhạt quá chán thật sự
"Xem trên Netflix, 💭 Diễn viên thuyết phục tạm ổn, kịch bản hay",1,xem trên netflix diễn viên thuyết phục tạm ổn kịch bản hay
"buon 😞 Phim nhạt quá,?! #review#movie_review",0,buon phim nhạt quá reviewmovie_review
"🤔 Phim cũngggg được,!!",1,phim cũngggg
"đét Xem mà mê,, không có gì để chê!!! #review#movie_review",2,đét xem mà mê không gì để chê reviewmovie_review
"cũng được, khônggg qá tệ nhưng khônggg xuất sắc, giá hơi cao",1,cũng khônggg qá tệ nhưng khônggg xuất sắc giá hơi cao
"Phim hay quá,!!! #review#movie_review",2,phim hay quá reviewmovie_review
"Ra rạp coi, Phim nhạt quá,!!!",0,ra rạp coi phim nhạt quá
"💯 cực kỳ hài lòng, cốt truyện , giá hơi cao ✨!!!!!!!?! #review#movie_review",2,cực kỳ hài lòng cốt truyện giá hơi cao reviewmovie_review
"Xem buổi chiều, 😠 Thất vọng vì ,, không thể chấp nhận được #review#movie_review",0,xem buổi chiều thất vọng vì không thể chấp nhận reviewmovie_review
"Phim cũng được,",1,phim cũng
"Diễn viên diễn xuất tốt, kịch bản cuốn ❤️!?!",2,diễn viên diễn xuất tốt kịch bản cuốn
"Xem trên Netflix, Phim cũng được,..?!",1,xem trên netflix phim cũng
"Xem mà mê, 🥰",2,xem mà mê
"vloz dã man Xem cũngg được,, tương đối ổn",1,vloz dã man xem cũngg tương đối ổn
"Ra rạp coi, Cốt truyện , giá hơi cao 💯",2,ra rạp coi cốt truyện giá hơi cao
"Kịch bản , đáng đồng tiền.., quá tệ",0,kịch bản đáng đồng tiền quá tệ
"không đáng tiền, thất vọng vì ,!?",0,không đáng tiền thất vọng vì
"Xem cũng được,",1,xem cũng
"Xem mà mê,, không có gì để chê!!!!!! <3!!!",2,xem mà mê không gì để chê 3
"không có gì để chê, đáng xem nha mọi người, nên thử nhé.. 😊!!! <3!!! <3!!!",2,không gì để chê đáng xem nha mọi người nên thử nhé 3 3
"Đángg xem nha mọi người, recommend mọi người nên dùng, ưng cái bụng!?!",2,đángg xem nha mọi người recommend mọi người nên dùng ưng cái bụng
"Thất vọng vì ,>.<",0,thất vọng vì
"Phim hay quá,!!! #review#movie_review",2,phim hay quá reviewmovie_review
